ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
58;PATRIMONIO;I;3;;12/1995;0;4.619;250;0;0;-2.919;0;0;0;0;1.950;;1995;12;Resultado
59;DIMENSAO;I;3;2;12/1995;2.519;27.194;-5.953;459;0;-19.738;-29;0;0;0;4.452;;1995;12;Resultado
60;EQUATORIAL;I;3;;12/1995;3.316;5.766;-1.028;0;0;-4.235;0;0;0;-120;3.699;;1995;12;Resultado
61;TENDENCIA;I;3;2;12/1995;908;4.076;1.616;195;0;-4.985;-15;0;0;0;1.795;;1995;12;Resultado
62;BCR;I;3;2;12/1995;9.592;5.535;-249;55;98;-9.241;-61;0;0;-866;4.863;;1995;12;Resultado
63;IOCHPE;I;3;;12/1995;13.573;1.098;-3;4;66;-8.791;-267;0;0;128;5.808;;1995;12;Resultado
64;STOCK;I;3;2;12/1995;474;334.015;-37;0;0;-333.387;0;0;0;-54;1.011;;1995;12;Resultado
65;PAULISTA;I;3;2;12/1995;7.321;2.314;-12;669;0;-4.281;-851;0;0;-363;4.797;;1995;12;Resultado
66;BCO MERCANTIL INVS;I;3;2;12/1995;7.957;1.080;0;0;0;-1.108;-234;0;0;-780;6.915;;1995;12;Resultado
67;UNITED;I;3;2;12/1995;1.939;2.884;1.131;3;0;-3.037;-18;0;0;-1.056;1.846;;1995;12;Resultado
68;VETOR;C;3;;12/1995;483;7.136;-1.166;0;0;-6.305;-323;0;0;0;-175;;1995;12;Resultado
69;METROPOLITANO;I;5;;12/1995;4.632;8.325;70;0;14;-4.092;-275;0;0;-5.384;3.290;;1995;12;Resultado
70;HEXABANCO;I;3;;12/1995;4.659;1.987;-407;0;0;-3.400;0;0;0;-995;1.844;;1995;12;Resultado
71;INVESTOR;C;3;;12/1995;1.080;58.888;-1.934;0;0;-57.076;-176;0;0;-2.116;-1.334;;1995;12;Resultado
72;INTERFINANCE;I;3;2;12/1995;6.732;8.025;-297;0;10;-8.665;0;0;0;-1.344;4.461;;1995;12;Resultado
73;BCO INV PLANIBANC;I;5;2;12/1995;31;3.462;0;8;0;-2.233;-81;0;0;0;1.187;;1995;12;Resultado
74;MIL;I;3;2;12/1995;9.075;882;-68;19;1;-4.309;-22;0;0;-2.283;3.295;;1995;12;Resultado
75;BFI;I;5;2;12/1995;6.676;-49;0;56;0;-1.449;-465;0;0;-682;4.087;;1995;12;Resultado
76;NACOES;I;3;;12/1995;4.323;2.207;-117;0;0;-2.909;-206;0;0;-421;2.877;;1995;12;Resultado
77;EXPRINTER LOSAN;I;5;2;12/1995;0;3.277;998;0;0;-714;0;0;0;0;3.561;;1995;12;Resultado
78;D'EL REY;I;3;2;12/1995;7.901;1.113;-60;0;0;-6.915;0;0;0;0;2.039;;1995;12;Resultado
79;PRIME;C;3;;12/1995;103;4.930;-391;0;0;-5.172;-23;0;0;-1.391;-1.944;;1995;12;Resultado
80;APLICAP;C;3;;12/1995;0;1.543.671;-297;0;0;-1.541.814;0;0;0;0;1.560;;1995;12;Resultado
81;TRICURY;I;3;;12/1995;4.146;1.039;81;0;0;-3.006;0;0;0;-1.374;886;;1995;12;Resultado
82;AUGUSTA 251;I;3;2;12/1995;42;6.432;-371;0;75;-5.260;0;0;0;13;931;;1995;12;Resultado
83;MAXI-DIVISA;I;3;;12/1995;231;1.231;-644;0;0;-1.180;0;0;0;0;-362;;1995;12;Resultado
84;MISASI;C;3;;12/1995;1.210;351;0;0;0;-829;0;0;0;-126;606;;1995;12;Resultado
85;BCO BFB BI;I;4;2;12/1995;508;1.820;0;0;0;0;-634;0;0;177;1.871;;1995;12;Resultado
86;STERLING;I;5;;12/1995;361;6;0;0;0;-325;-313;0;0;-2.731;-3.002;;1995;12;Resultado
87;EMBLEMA;I;3;2;12/1995;34;4.263;0;0;0;-14;0;0;0;0;4.283;;1995;12;Resultado
88;MALCON;I;3;2;12/1995;1.751;1.740;0;0;0;-704;0;0;0;-382;2.405;;1995;12;Resultado
89;VARIG;I;3;2;12/1995;320;232;0;0;-5;-946;-59;0;0;-862;-1.320;;1995;12;Resultado
90;INTERPART;I;3;;12/1995;748;843;-61;0;0;-384;0;0;0;-220;926;;1995;12;Resultado
91;FICRISA AXELRUD;I;3;2;12/1995;2.983;1.330;0;0;0;-697;-17;0;0;-1.537;2.062;;1995;12;Resultado
92;FINANSINOS;I;3;2;12/1995;3.991;761;0;0;0;-860;0;0;0;-855;3.037;;1995;12;Resultado
93;OPERADOR;I;3;2;12/1995;3.115;108;0;0;0;-354;0;0;0;-1.731;1.138;;1995;12;Resultado
94;POTTENCIAL;I;3;;12/1995;4.147;-195;-3;0;0;-777;0;0;0;-112;3.060;;1995;12;Resultado
95;TECNICORP;I;3;2;12/1995;2.951;134;0;0;0;-760;0;0;0;-346;1.979;;1995;12;Resultado
96;MAXINVEST;I;3;;12/1995;1.161;785;0;0;1;-498;0;0;0;-507;942;;1995;12;Resultado
97;AMERICAN EXPRES;I;4;2;12/1995;41;1.159;-91;0;0;0;0;0;0;0;1.109;;1995;12;Resultado
98;OK;I;3;2;12/1995;1.694;506;0;0;0;0;0;0;0;-425;1.775;;1995;12;Resultado
99;PERFORMANCE;I;3;;12/1995;25;15.038;-148;0;0;-14.355;0;0;0;0;560;;1995;12;Resultado
100;PORTO SEGURO;I;3;;12/1995;0;215;0;0;0;0;0;0;0;0;215;;1995;12;Resultado
101;DRACMA;I;3;;12/1995;3.107;362;-423;0;-2;-2.087;-131;0;0;-6.111;-5.285;;1995;12;Resultado
102;BANCRED;I;3;2;12/1995;441;253;0;0;0;-332;0;0;0;-546;-184;;1995;12;Resultado
103;CRITERIUM;I;3;;12/1995;0;68.865;0;0;0;-68.272;0;0;0;0;593;;1995;12;Resultado
104;TOTAL;I;3;2;12/1995;0;2.974;-196;0;0;-2.620;0;0;0;0;158;;1995;12;Resultado
