ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;ano;mes;relatorio
61;TENDENCIA;I;3;2;12/1995;SAO PAULO;SP;63.563;79.354;43.701;6.567;17.246;8;1;1995;12;Resumo
62;BCR;I;3;2;12/1995;PORTO ALEGRE;RS;56.587;57.920;13.218;-396;39.519;244;6;1995;12;Resumo
63;IOCHPE;I;3;;12/1995;SAO PAULO;SP;56.313;60.860;24.016;674;19.018;34;2;1995;12;Resumo
64;STOCK;I;3;2;12/1995;RIO DE JANEIRO;RJ;52.744;1.267.449;16.707;1.404;5.537;8;2;1995;12;Resumo
65;PAULISTA;I;3;2;12/1995;SAO PAULO;SP;52.178;53.444;16.333;1.755;19.331;95;3;1995;12;Resumo
66;BCO MERCANTIL INVS;I;3;2;12/1995;BELO HORIZONTE;MG;47.794;47.794;24.396;1.270;15.042;;;1995;12;Resumo
67;UNITED;I;3;2;12/1995;SAO PAULO;SP;47.506;63.076;32.697;6.086;23.578;40;1;1995;12;Resumo
68;VETOR;C;3;;12/1995;RIO DE JANEIRO;RJ;46.025;60.904;19.760;-2.881;500;4;1;1995;12;Resumo
69;METROPOLITANO;I;5;;12/1995;SAO PAULO;SP;42.369;42.369;14.127;3.186;16.297;53;2;1995;12;Resumo
70;HEXABANCO;I;3;;12/1995;SAO PAULO;SP;38.794;38.794;14.549;1.488;23.327;64;1;1995;12;Resumo
71;INVESTOR;C;3;;12/1995;RIO DE JANEIRO;RJ;37.631;37.631;8.791;-2.408;9.982;;;1995;12;Resumo
72;INTERFINANCE;I;3;2;12/1995;SAO PAULO;SP;36.303;51.141;9.108;513;25.442;38;1;1995;12;Resumo
73;BCO INV PLANIBANC;I;5;2;12/1995;SAO PAULO;SP;36.137;36.137;22.061;723;12.429;;;1995;12;Resumo
74;MIL;I;3;2;12/1995;BELO HORIZONTE;MG;35.706;35.857;12.615;-458;20.131;224;7;1995;12;Resumo
75;BFI;I;5;2;12/1995;SAO PAULO;SP;34.658;34.658;19.243;955;4.846;33;1;1995;12;Resumo
76;NACOES;I;3;;12/1995;SAO PAULO;SP;34.217;34.718;10.953;259;16.589;44;2;1995;12;Resumo
77;EXPRINTER LOSAN;I;5;2;12/1995;SAO PAULO;SP;33.284;33.284;15.761;203;6.935;31;3;1995;12;Resumo
78;D'EL REY;I;3;2;12/1995;SAO PAULO;SP;33.243;33.243;16.546;2.099;14.563;;;1995;12;Resumo
79;PRIME;C;3;;12/1995;RIO DE JANEIRO;RJ;32.350;33.339;9.635;-2.822;5.140;4;2;1995;12;Resumo
80;APLICAP;C;3;;12/1995;RIO DE JANEIRO;RJ;30.255;8.264.525;9.656;317;7;7;2;1995;12;Resumo
81;TRICURY;I;3;;12/1995;SAO PAULO;SP;28.242;28.242;10.994;-1.053;16.914;27;1;1995;12;Resumo
82;AUGUSTA 251;I;3;2;12/1995;PORTO ALEGRE;RS;24.803;24.803;23.956;2.173;696;14;1;1995;12;Resumo
83;MAXI-DIVISA;I;3;;12/1995;RIO DE JANEIRO;RJ;23.747;23.747;12.722;-420;2.259;10;1;1995;12;Resumo
84;MISASI;C;3;;12/1995;SAO PAULO;SP;22.590;22.590;9.850;-598;6.417;2;1;1995;12;Resumo
85;BCO BFB BI;I;4;2;12/1995;SAO PAULO;SP;20.183;20.183;9.679;1.209;0;;;1995;12;Resumo
86;STERLING;I;5;;12/1995;RIO DE JANEIRO;RJ;19.900;19.900;-3.421;-3.687;0;6;1;1995;12;Resumo
87;EMBLEMA;I;3;2;12/1995;BELO HORIZONTE;MG;19.802;19.802;17.884;187;1.416;40;1;1995;12;Resumo
88;MALCON;I;3;2;12/1995;PORTO ALEGRE;RS;17.944;17.944;12.002;1.464;19;42;1;1995;12;Resumo
89;VARIG;I;3;2;12/1995;SAO PAULO;SP;17.694;17.694;8.955;-2.340;3.140;14;1;1995;12;Resumo
90;INTERPART;I;3;;12/1995;SAO PAULO;SP;17.684;17.684;10.834;-59;5.114;14;1;1995;12;Resumo
91;FICRISA AXELRUD;I;3;2;12/1995;PORTO ALEGRE;RS;17.392;17.392;9.246;-1.506;3.339;126;7;1995;12;Resumo
92;FINANSINOS;I;3;2;12/1995;NOVO HAMBURGO;RS;16.261;16.261;8.688;508;4.670;34;1;1995;12;Resumo
93;OPERADOR;I;3;2;12/1995;SAO PAULO;SP;16.219;16.219;14.617;-2.601;340;7;1;1995;12;Resumo
94;POTTENCIAL;I;3;;12/1995;BELO HORIZONTE;MG;14.316;14.316;7.816;337;4.027;24;1;1995;12;Resumo
95;TECNICORP;I;3;2;12/1995;FLORIANOPOLIS;SC;12.903;12.903;8.181;876;3.592;30;4;1995;12;Resumo
96;MAXINVEST;I;3;;12/1995;;;12.415;12.415;8.872;-975;2.928;59;2;1995;12;Resumo
97;AMERICAN EXPRES;I;4;2;12/1995;SAO PAULO;SP;10.946;10.946;10.130;634;0;1;1;1995;12;Resumo
98;OK;I;3;2;12/1995;BRASILIA;DF;9.936;9.936;5.458;-262;0;28;1;1995;12;Resumo
99;PERFORMANCE;I;3;;12/1995;RIO DE JANEIRO;RJ;8.394;8.394;7.728;91;73;10;1;1995;12;Resumo
100;PORTO SEGURO;I;3;;12/1995;SAO PAULO;SP;6.312;6.312;5.759;-484;1;18;1;1995;12;Resumo
101;DRACMA;I;3;;12/1995;RIO DE JANEIRO;RJ;6.203;6.203;-1.309;-7.858;6.877;67;2;1995;12;Resumo
102;BANCRED;I;3;2;12/1995;RIO DE JANEIRO;RJ;4.722;4.722;3.043;-1.993;770;26;2;1995;12;Resumo
103;CRITERIUM;I;3;;12/1995;RIO DE JANEIRO;RJ;3.292;302.265;3.262;0;0;9;1;1995;12;Resumo
104;TOTAL;I;3;2;12/1995;RIO DE JANEIRO;RJ;2.902;2.902;2.470;-1.269;288;4;1;1995;12;Resumo
