Id;NomeIf;Segmento;Cnpj;DataInicioRegime;DataFimRegime;TipoRegime;Situacao;Uf
100.086;BANCO DO ESTADO DE ALAGOAS S A;Outras Empresas;12275749000120;1997-07-22;2002-12-30;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);AL
451;BANCO DO ESTADO DE PERNAMBUCO S.A.;Banco Múltiplo;10866788000177;1991-09-27;1992-03-17;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);PE
389;BANCO DO ESTADO DE RONDONIA S.A.;Banco Múltiplo;04797262000180;1995-02-20;1998-08-14;Administração Especial Temporária (RAET);Encerrado (Decurso do prazo art. 21 MP 1702-27.);RO
1.152;BANCO DO ESTADO DE SANTA CATARINA S.A.;Banco Comercial;83876003000110;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);SC
987;BANCO DO ESTADO DE SAO PAULO S.A;Banco Múltiplo;61411633000187;1994-12-30;1997-12-26;Administração Especial Temporária (RAET);Encerrado (Transferência de controle acionário.);SP
383;BANCO DO ESTADO DO ACRE S.A.;Banco Comercial;04064077000186;1989-06-07;1990-07-31;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);AC
779;BANCO DO ESTADO DO AMAPA S.A.;Banco Múltiplo;34943654000170;1997-09-03;1999-07-28;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);AP
415;BANCO DO ESTADO DO CEARA S.A.;Banco Comercial;07196934000190;1987-02-26;1988-12-30;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);CE
403;BANCO DO ESTADO DO MARANHAO S.A.;Banco Comercial;06271464000119;1987-02-26;1988-09-22;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);MA
377;BANCO DO ESTADO DO MATO GROSSO S.A.;Banco Múltiplo;03468907000178;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);MT
375;BANCO DO ESTADO DO MATO GROSSO S.A.;Banco Múltiplo;03468907000178;1995-02-02;1998-01-28;Administração Especial Temporária (RAET);Encerrado (Convolação em liquidação ordinária.);MT
376;BANCO DO ESTADO DO MATO GROSSO S.A.;Banco Múltiplo;03468907000178;1998-01-28;1999-06-02;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);MT
390;BANCO DO ESTADO DO PARA S.A.;Banco Comercial;04913711000108;1987-05-29;1989-05-29;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);PA
411;BANCO DO ESTADO DO PIAUI S.A.;Banco Comercial;06833131000136;1989-06-07;1990-09-20;Administração Especial Temporária (RAET);Encerrado (Apresentação de garantias e prosseguimento das atividades.);PI
100.000;BANCO DO ESTADO DO PIAUI S.A.;Banco Comercial;06833131000136;1990-09-20;1994-01-27;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PI
647;BANCO DO ESTADO DO RIO DE JANEIRO S.A;Banco Múltiplo;33147315000115;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);RJ
645;BANCO DO ESTADO DO RIO DE JANEIRO S.A;Banco Múltiplo;33147315000115;1994-12-30;1996-12-30;Administração Especial Temporária (RAET);Encerrado (Convolação em liquidação ordinária.);RJ
646;BANCO DO ESTADO DO RIO DE JANEIRO S.A;Banco Múltiplo;33147315000115;1996-12-30;2002-02-06;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
425;BANCO DO ESTADO DO RIO GRANDE DO NORTE S.A.;Banco Comercial;08321952000119;1990-09-20;2000-01-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RN
546;BANCO DO PROGRESSO S.A.;Banco Múltiplo;22531842000102;1997-02-21;1999-11-18;Liquidação extrajudicial;Encerrado (Falência.);MG
507;BANCO DRACMA S.A.;Banco Múltiplo;17348152000182;1996-03-21;1998-06-03;Liquidação extrajudicial;Encerrado (Falência.);RJ
476;BANCO ECONÔMICO S.A.;Banco Múltiplo;15124464000187;1995-08-11;1996-08-09;Intervenção;Encerrado (Transferência do controle societário da instituição.);SP
477;BANCO ECONÔMICO S.A.;Banco Múltiplo;15124464000187;1996-08-09;2022-10-05;Liquidação extrajudicial;Encerrado (Transferência do controle societário da instituição.);SP
626;BANCO EMPRESARIAL S.A.;Banco Múltiplo;32067787000103;1997-05-15;2002-07-09;Liquidação extrajudicial;Encerrado (Falência.);SP
921;BANCO FARO S.A.;Banco Comercial;58141375000151;1970-10-06;1980-06-24;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
594;BANCO GARAVELO S.A.;Banco Múltiplo;29012655000161;1994-07-20;1996-12-27;Liquidação extrajudicial;Encerrado (Falência.);SP
801;BANCO GNPP S.A.;Banco Múltiplo;42159129000197;1995-12-05;2003-11-27;Liquidação extrajudicial;Encerrado (Falência.);RJ
595;BANCO GRANDE RIO S.A.;Banco Múltiplo;29030467000166;1991-01-21;1996-09-19;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.197;BANCO HABITASUL S.A.;Banco Comercial;92893411000171;1985-02-11;1986-01-31;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
1.001;BANCO HALLES DE INVESTIMENTOS S.A.;Banco de Investimento;61801783000105;1974-04-16;1974-07-05;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
670;BANCO HALLES S.A.;Banco Comercial;33268434000126;1974-04-16;1974-07-05;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
495;BANCO HERCULES S.A.;Banco Múltiplo;17204694000181;1994-07-28;2004-05-13;Liquidação extrajudicial;Encerrado (Falência.);MG
851;BANCO HEXABANCO S.A.;Banco Múltiplo;47206529000120;2000-07-13;2003-06-11;Liquidação extrajudicial;Encerrado (Falência.);SP
803;BANCO INDEPENDENCIA-DECRED DE INVESTIMENTO S.A.;Banco de Investimento;42171132000126;1977-05-11;1978-05-10;Intervenção;Encerrado (Convolação em liquidação ordinária.);RJ
804;BANCO INDEPENDENCIA-DECRED DE INVESTIMENTO S.A.;Banco de Investimento;42171132000126;1978-05-10;1986-12-29;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.094;BANCO INTERFINANCE S.A.;Banco Múltiplo;64875610000111;1997-08-11;1997-11-28;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.105;BANCO INTERIOR DE SÃO PAULO S.A.;Banco Múltiplo;69057453000150;2001-02-07;2013-06-19;Liquidação extrajudicial;Encerrado (Falência.);SP
929;BANCO INTERPART S.A.;Banco Múltiplo;59531103000120;2001-03-28;2002-10-24;Liquidação extrajudicial;Encerrado (Falência.);SP
743;BANCO INTERUNION S.A;Banco Múltiplo;33861907000102;1996-12-30;2007-02-06;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.126;BANCO INVESTCORP S.A.;Banco Comercial;76642859000166;1995-12-05;1998-09-03;Liquidação extrajudicial;Encerrado (Falência.);RJ
759;BANCO IPIRANGA DE INVESTIMENTOS S.A.;Banco de Investimento;33907528000106;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
760;BANCO IPIRANGA DE INVESTIMENTOS S.A.;Banco de Investimento;33907528000106;1976-03-15;1988-08-30;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
915;BANCO LAVRA S.A.;Banco Múltiplo;57950982000108;2000-04-13;2003-03-05;Liquidação extrajudicial;Encerrado (Falência.);SP
100.542;BANCO LETSBANK S.A.;Banco Múltiplo;58497702000102;2025-11-18;null;Liquidação extrajudicial;Ativo;SP
2.205;BANCO MAIS S.A.;Banco Múltiplo;33074683000180;2013-08-02;2021-12-09;Liquidação extrajudicial;Encerrado (Pagamento integral dos credores quirografários.);MG
493;BANCO MAISONNAVE DE INVESTIMENTOS S.A.;Banco de Investimento;17180399000132;1985-11-19;1987-12-02;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RS
1.171;BANCO MAISONNAVE S.A.;Banco Comercial;89329379000191;1985-11-19;1987-12-02;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RS
972;BANCO MARTINELLI S.A.;Banco Múltiplo;61083697000104;1998-10-30;1999-10-29;Intervenção;Encerrado (Falência.);SP
973;BANCO MARTINELLI S.A.;Banco Múltiplo;61083697000104;1999-10-29;2002-07-09;Liquidação extrajudicial;Encerrado (Falência.);SP
100.541;BANCO MASTER DE INVESTIMENTO S.A.;Banco de Investimento;09526594000143;2025-11-18;null;Liquidação extrajudicial;Ativo;SP
100.544;BANCO MASTER MÚLTIPLO S.A.;Banco Múltiplo;33884941000194;2025-11-18;2026-03-16;Administração Especial Temporária (RAET);null;SP
100.601;BANCO MASTER MÚLTIPLO S.A.;Banco Múltiplo;33884941000194;2026-03-17;null;Liquidação extrajudicial;Ativo;SP
100.540;BANCO MASTER S/A;Banco Comercial;33923798000100;2025-11-18;null;Liquidação extrajudicial;Ativo;RJ
447;BANCO MERCANTIL S.A.;Banco Múltiplo;10824993000170;1995-08-11;1996-08-09;Intervenção;Encerrado (Convolação em liquidação ordinária.);PE
448;BANCO MERCANTIL S.A.;Banco Múltiplo;10824993000170;1996-08-09;2012-03-29;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);PE
1.900;BANCO MORADA S.A;Banco Múltiplo;43717511000131;2011-04-28;2011-10-25;Intervenção;Encerrado (Falência.);RJ
1.980;BANCO MORADA S.A;Banco Múltiplo;43717511000131;2011-10-25;2015-09-03;Liquidação extrajudicial;Encerrado (Falência.);RJ
668;BANCO NACIONAL BRASILEIRO DE INVESTIMENTOS S.A.;Banco de Investimento;33267246000183;1977-01-25;1978-01-25;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);RJ
669;BANCO NACIONAL BRASILEIRO DE INVESTIMENTOS S.A.;Banco de Investimento;33267246000183;1978-01-25;1996-01-26;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
672;BANCO NACIONAL BRASILEIRO S.A.;Banco Comercial;33302779000159;1977-01-25;1978-01-25;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);RJ
673;BANCO NACIONAL BRASILEIRO S.A.;Banco Comercial;33302779000159;1978-01-25;1996-01-26;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
659;BANCO NACIONAL DE INVESTIMENTOS S.A.;Banco de Investimento;33222241000134;1995-11-18;1997-11-18;Administração Especial Temporária (RAET);Encerrado (Transferência do controle societário da instituição.);RJ
660;BANCO NACIONAL DE INVESTIMENTOS S.A.;Banco de Investimento;33222241000134;1997-11-18;2024-08-14;Liquidação extrajudicial;Encerrado (Transferência do controle societário da instituição.);RJ
488;BANCO NACIONAL S.A.;Banco Múltiplo;17157777000167;1995-11-18;1996-11-13;Administração Especial Temporária (RAET);Encerrado (Transferência do controle societário da instituição.);RJ
489;BANCO NACIONAL S.A.;Banco Múltiplo;17157777000167;1996-11-13;2024-08-14;Liquidação extrajudicial;Encerrado (Transferência do controle societário da instituição.);RJ
100.260;BANCO NEON S.A.;Banco Comercial;00253448000117;2018-05-04;2019-12-04;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);MG
815;BANCO OPEN S.A.;Banco Múltiplo;42466284000156;1995-01-23;2001-06-21;Liquidação extrajudicial;Encerrado (Falência.);RJ
100.580;BANCO PLENO S.A.;Banco Múltiplo;61024352000171;2026-02-18;null;Liquidação extrajudicial;Ativo;SP
405;BANCO PONTUAL S.A.;Banco Múltiplo;06702112000170;1998-10-30;1999-10-29;Intervenção;Encerrado (Falência.);SP
406;BANCO PONTUAL S.A.;Banco Múltiplo;06702112000170;1999-10-29;2010-02-04;Liquidação extrajudicial;Encerrado (Falência.);SP
1.034;BANCO PORTO SEGURO S.A.;Banco Múltiplo;62153721000199;1997-08-11;2012-06-06;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
2.082;BANCO PROSPER S.A.;Banco Múltiplo;33876475000103;2012-09-14;2016-01-06;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.188;BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;Banco de Desenvolvimento;92816560000137;1989-03-07;1990-03-14;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
1.189;BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;Banco de Desenvolvimento;92816560000137;1990-03-14;1992-01-31;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);RS
976;BANCO REGIONAL S.A.;Banco Comercial;61196713000167;1980-11-21;1981-05-18;Intervenção;Encerrado (Convolação em liquidação ordinária.);SP
977;BANCO REGIONAL S.A.;Banco Comercial;61196713000167;1981-05-18;1995-10-25;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
717;BANCO ROSA S.A.;Banco Múltiplo;33812322000194;1995-03-03;1997-08-27;Liquidação extrajudicial;Encerrado (Falência.);RJ
540;BANCO ROYAL DE INVESTIMENTO S.A.;Banco de Investimento;21594726000170;2003-05-22;2008-09-24;Liquidação extrajudicial;Encerrado (Falência.);SP
2.202;BANCO RURAL DE INVESTIMENTOS S/A;Banco de Investimento;32173023000194;2013-08-02;2021-01-21;Liquidação extrajudicial;Encerrado (Pagamento integral dos credores quirografários.);MG
2.201;BANCO RURAL S.A.;Banco Múltiplo;33124959000198;2013-08-02;null;Liquidação extrajudicial;Ativo;MG
587;BANCO SANTOS NEVES S.A.;Banco Múltiplo;28157204000150;2001-08-01;2011-06-01;Liquidação extrajudicial;Encerrado (Falência.);ES
1.390;BANCO SANTOS S.A.;Banco Múltiplo;58257619000166;2004-11-12;2005-05-04;Intervenção;Encerrado (Falência.);SP
1.471;BANCO SANTOS S.A.;Banco Múltiplo;58257619000166;2005-05-04;2005-09-28;Liquidação extrajudicial;Encerrado (Falência.);SP
949;BANCO SÃO JORGE S.A.;Banco Comercial;60663655000171;1995-03-01;2015-11-11;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
912;BANCO SELLER S.A.;Banco Múltiplo;57774325000149;1994-11-18;1996-11-20;Liquidação extrajudicial;Encerrado (Falência.);SP
1.035;BANCO SHECK S.A.;Banco Múltiplo;62158126000146;1997-02-21;1997-11-28;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.173;BANCO SIBISA S.A COMERCIAL, DE INVESTIMENTO, DE CRED. AO CONSUMIDOR E CRED.IMOB.;Banco Múltiplo;89432926000160;1990-09-14;1992-03-27;Liquidação extrajudicial;Encerrado (Falência.);RS
2.203;BANCO SIMPLES S.A.;Banco Múltiplo;10995587000170;2013-08-02;2020-09-30;Liquidação extrajudicial;Encerrado (Mudança de objeto social para atividade econômica não integrante do SFN.);MG
951;BANCO SPI S.A.;Banco Comercial;60701836000145;1977-04-19;1980-04-23;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
1.158;BANCO SUL BRASILEIRO S.A.;Banco Comercial;87125019000142;1985-02-08;1985-11-13;Intervenção;Encerrado (Transferência de controle acionário.);RS
1.104;BANCO UNIVERSAL S.A.;Banco Comercial;68700376000142;1996-06-20;1998-07-08;Liquidação extrajudicial;Encerrado (Falência.);RJ
720;BANCO VEGA S.A.;Banco Múltiplo;33822149000105;1997-05-15;2014-07-29;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
750;BANCO VETOR S.A.;Banco Múltiplo;33880220000106;1997-02-21;1998-07-15;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.860;BANCOM SOCIEDADE CORRETORA DE CAMBIO S.A;Sociedade Corretora de Câmbio;67212035000165;2011-02-17;2012-10-03;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
455;BANDEPE - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;10977742000125;1991-09-27;1992-03-17;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);PE
429;BANDERN - CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;08529190000140;1990-09-20;2000-01-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RN
427;BANDERN - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;Sociedade de Crédito, Financiamento e Investimento;08337263000100;1990-09-20;2000-01-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RN
484;BANEB CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;15221633000105;1987-03-18;1989-03-17;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);BA
473;BANEB CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;14808026000175;1987-03-18;1989-03-17;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);BA
628;BANEB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS DA BAHIA S.A.;Sociedade Distribuidora de TVM;32494510000159;1987-03-18;1989-03-17;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);BA
472;BANEB FINANCEIRA S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;Sociedade de Crédito, Financiamento e Investimento;14648117000190;1987-03-18;1989-03-17;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);BA
716;BANERJ BANCO DE INVESTIMENTOS S.A.;Banco de Investimento;33801796000130;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);RJ
769;BANERJ CREDITO FINANCIAMENTO E INVESTIMENTOS S.A.;Sociedade de Crédito, Financiamento e Investimento;34037085000102;1987-02-26;1987-08-28;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);RJ
635;BANERJ CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;33050626000161;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);RJ
752;BANERJ DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;33885724000119;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);RJ
416;BANFORT - BANCO FORTALEZA S.A.;Banco Múltiplo;07216674000177;1997-05-15;2003-03-05;Liquidação extrajudicial;Encerrado (Falência.);SP
774;BANORTE LEASING-ARRENDAMENTO MERCANTIL S.A.;Sociedade de Arrendamento Mercantil;34260158000112;1996-05-24;1997-05-21;Intervenção;Encerrado (Convolação em liquidação ordinária.);PE
775;BANORTE LEASING-ARRENDAMENTO MERCANTIL S.A.;Sociedade de Arrendamento Mercantil;34260158000112;1997-05-21;2017-10-26;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);PE
442;BANORTE PATRIMONIAL S/A EM LIQUIDACAO;Outras Empresas;10397495000198;1996-05-24;1997-05-21;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PE
443;BANORTE PATRIMONIAL S/A EM LIQUIDACAO;Outras Empresas;10397495000198;1997-05-21;2014-02-19;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PE
384;BANPARA S.A. - CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;04133872000189;1987-05-29;1989-05-29;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);PA
1.076;BANQUEIROZ DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62350855000108;1999-03-23;2002-12-30;Liquidação extrajudicial;Encerrado (Falência.);SP
619;BARROS & BARROS - ADMINISTRACAO DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;30508634000110;1987-11-12;1987-12-18;Intervenção;Encerrado (Falência.);RJ
